id,channel,title,game,viewers,date
4,sodapoppin,"Hello truckers
44835158804929_2115841973",Marble It Up!,27934,1542578200214
10,xqcow,RANK 1 GAMER ~ NO PLAN (help me),Just Chatting,19381,1542578200240
18,forsen,"@forsen, The prince of miracoli ! Giving away artifact keys all day!",Artifact,15300,1542578200273
61,giantwaffle,No Smoking in Chat | @GiantWaffle,Rocket League,4697,1542578200423
105,sodapoppin,"Hello truckers
44835158804929_2115841973",Marble It Up!,28076,1542578261145
111,xqcow,RANK 1 GAMER ~ NO PLAN (help me),Just Chatting,19231,1542578261186
118,forsen,"@forsen, The prince of miracoli ! Giving away artifact keys all day!",Artifact,15180,1542578261211
160,giantwaffle,No Smoking in Chat | @GiantWaffle,Rocket League,4700,1542578261409
205,sodapoppin,"Hello truckers
44835158804929_2115841973",Marble It Up!,28203,1542578322302
211,xqcow,RANK 1 GAMER ~ NO PLAN (help me),Just Chatting,19231,1542578322337
219,forsen,"@forsen, The prince of miracoli ! Giving away artifact keys all day!",Artifact,15168,1542578322366
261,giantwaffle,No Smoking in Chat | @GiantWaffle,Rocket League,4703,1542578322558
305,sodapoppin,"Hello truckers
44835158804929_2115841973",Marble It Up!,28550,1542578383446
310,xqcow,RANK 1 GAMER ~ NO PLAN (help me),Just Chatting,19239,1542578383466
319,forsen,"@forsen, The prince of miracoli ! Giving away artifact keys all day!",Artifact,15168,1542578383507
362,giantwaffle,No Smoking in Chat | @GiantWaffle,Rocket League,4703,1542578383661
405,sodapoppin,"Hello truckers
44835158804929_2115841973",Marble It Up!,28554,1542578444457
410,xqcow,RANK 1 GAMER ~ NO PLAN (help me),Just Chatting,19148,1542578444493
419,forsen,"@forsen, The prince of miracoli ! Giving away artifact keys all day!",Artifact,15134,1542578444531
460,giantwaffle,No Smoking in Chat | @GiantWaffle,Rocket League,4760,1542578445223
505,sodapoppin,"Hello truckers
44835158804929_2115841973",Marble It Up!,28677,1542578505997
510,xqcow,RANK 1 GAMER ~ NO PLAN (help me),Just Chatting,19195,1542578506013
519,forsen,"@forsen, The prince of miracoli ! Giving away artifact keys all day!",Artifact,15134,1542578506060
559,giantwaffle,No Smoking in Chat | @GiantWaffle,Rocket League,4723,1542578506208
605,sodapoppin,"Hello truckers
44835158804929_2115841973",Marble It Up!,28862,1542578567012
610,xqcow,RANK 1 GAMER ~ NO PLAN (help me),Just Chatting,19201,1542578567033
618,forsen,"@forsen, The prince of miracoli ! Giving away artifact keys all day!",Artifact,15495,1542578567079
659,giantwaffle,No Smoking in Chat | @GiantWaffle,Rocket League,4754,1542578567239
700,bobross,Bob Ross Marathon -10AM - 7PM PT // 10PM - 7AM PT,Art,2671,1542578567421
704,sodapoppin,"Hello truckers
44835158804929_2115841973",Marble It Up!,28862,1542578628086
710,xqcow,RANK 1 GAMER ~ NO PLAN (help me),Just Chatting,19201,1542578628123
718,forsen,"@forsen, The prince of miracoli ! Giving away artifact keys all day!",Artifact,15495,1542578628153
759,giantwaffle,No Smoking in Chat | @GiantWaffle,Rocket League,4754,1542578628314
799,bobross,Bob Ross Marathon -10AM - 7PM PT // 10PM - 7AM PT,Art,2671,1542578628482
804,sodapoppin,"Hello truckers
44835158804929_2115841973",Marble It Up!,29084,1542578689033
810,xqcow,RANK 1 GAMER ~ NO PLAN (help me),Just Chatting,19215,1542578689073
819,forsen,"@forsen, The prince of miracoli ! Giving away artifact keys all day!",Artifact,15374,1542578689113
857,giantwaffle,No Smoking in Chat | @GiantWaffle,Rocket League,4687,1542578689316
897,bobross,Bob Ross Marathon -10AM - 7PM PT // 10PM - 7AM PT,Art,2698,1542578689503
904,sodapoppin,"Hello truckers
44835158804929_2115841973",Marble It Up!,29225,1542578750099
910,xqcow,RANK 1 GAMER ~ NO PLAN (help me),Just Chatting,19215,1542578750129
919,forsen,"@forsen, The prince of miracoli ! Giving away artifact keys all day!",Artifact,15213,1542578750166
957,giantwaffle,No Smoking in Chat | @GiantWaffle,Rocket League,4706,1542578750322
996,bobross,Bob Ross Marathon -10AM - 7PM PT // 10PM - 7AM PT,Art,2698,1542578750513
1004,sodapoppin,"Hello truckers
44835158804929_2115841973",Marble It Up!,29225,1542578811076
1010,xqcow,RANK 1 GAMER ~ NO PLAN (help me),Just Chatting,19520,1542578811099
1019,forsen,"@forsen, The prince of miracoli ! Giving away artifact keys all day!",Artifact,15284,1542578811132
1058,giantwaffle,No Smoking in Chat | @GiantWaffle,Rocket League,4739,1542578811262
1095,bobross,Bob Ross Marathon -10AM - 7PM PT // 10PM - 7AM PT,Art,2687,1542578811393
1104,sodapoppin,"Hello truckers
44835158804929_2115841973",Marble It Up!,29299,1542578871991
1110,xqcow,RANK 1 GAMER ~ NO PLAN (help me),Just Chatting,19520,1542578872014
1119,forsen,"@forsen, The prince of miracoli ! Giving away artifact keys all day!",Artifact,15284,1542578872049
1158,giantwaffle,No Smoking in Chat | @GiantWaffle,Rocket League,4739,1542578872227
1195,bobross,Bob Ross Marathon -10AM - 7PM PT // 10PM - 7AM PT,Art,2687,1542578872405
1204,sodapoppin,"Hello truckers
44835158804929_2115841973",Marble It Up!,29386,1542578932968
1210,xqcow,RANK 1 GAMER ~ NO PLAN (help me),Just Chatting,19457,1542578932985
1220,forsen,"@forsen, The prince of miracoli ! Giving away artifact keys all day!",Artifact,15127,1542578933038
1260,giantwaffle,No Smoking in Chat | @GiantWaffle,Rocket League,4751,1542578933171
1294,bobross,Bob Ross Marathon -10AM - 7PM PT // 10PM - 7AM PT,Art,2709,1542578933311
1304,sodapoppin,"Hello truckers
44835158804929_2115841973",Marble It Up!,29386,1542578994002
1312,xqcow,RANK 1 GAMER ~ NO PLAN (help me),Just Chatting,18962,1542578994027
1321,forsen,"@forsen, The prince of miracoli ! Giving away artifact keys all day!",Artifact,15078,1542578994089
1359,giantwaffle,No Smoking in Chat | @GiantWaffle,Rocket League,4674,1542578994256
3011,xqcow,RANK 1 GAMER ~ NO PLAN (help me),Just Chatting,20350,1542580031096
1393,bobross,Bob Ross Marathon -10AM - 7PM PT // 10PM - 7AM PT,Art,2737,1542578994401
1404,sodapoppin,"Hello truckers
44835158804929_2115841973",Marble It Up!,29802,1542579055051
1412,xqcow,RANK 1 GAMER ~ NO PLAN (help me),Just Chatting,18962,1542579055098
1420,forsen,"@forsen, The prince of miracoli ! Giving away artifact keys all day!",Artifact,15078,1542579055134
1459,giantwaffle,No Smoking in Chat | @GiantWaffle,Rocket League,4674,1542579055252
1494,bobross,Bob Ross Marathon -10AM - 7PM PT // 10PM - 7AM PT,Art,2737,1542579055394
1504,sodapoppin,"Hello truckers
44835158804929_2115841973",Marble It Up!,30192,1542579115971
1513,xqcow,RANK 1 GAMER ~ NO PLAN (help me),Just Chatting,19038,1542579116009
1520,forsen,"@forsen, The prince of miracoli ! Giving away artifact keys all day!",Artifact,15142,1542579116041
1560,giantwaffle,No Smoking in Chat | @GiantWaffle,Rocket League,4674,1542579116219
1594,bobross,Bob Ross Marathon -10AM - 7PM PT // 10PM - 7AM PT,Art,2728,1542579116363
1605,sodapoppin,"Hello truckers
44835158804929_2115841973",Marble It Up!,30263,1542579176977
1613,xqcow,RANK 1 GAMER ~ NO PLAN (help me),Just Chatting,19001,1542579177021
1618,forsen,"@forsen, The prince of miracoli ! Giving away artifact keys all day!",Artifact,15274,1542579177049
1659,giantwaffle,No Smoking in Chat | @GiantWaffle,Rocket League,4636,1542579177205
1693,bobross,Bob Ross Marathon -10AM - 7PM PT // 10PM - 7AM PT,Art,2740,1542579177341
1705,sodapoppin,"Hello truckers
44835158804929_2115841973",Marble It Up!,30399,1542579237968
1713,xqcow,RANK 1 GAMER ~ NO PLAN (help me),Just Chatting,19001,1542579238000
1718,forsen,"@forsen, The prince of miracoli ! Giving away artifact keys all day!",Artifact,15274,1542579238017
1761,giantwaffle,No Smoking in Chat | @GiantWaffle,Rocket League,4522,1542579238169
1793,bobross,Bob Ross Marathon -10AM - 7PM PT // 10PM - 7AM PT,Art,2754,1542579238277
1805,sodapoppin,"Hello truckers
44835158804929_2115841973",Marble It Up!,30429,1542579298942
1813,xqcow,RANK 1 GAMER ~ NO PLAN (help me),Just Chatting,19111,1542579298982
1817,forsen,"@forsen, The prince of miracoli ! Giving away artifact keys all day!",Artifact,15294,1542579299006
1861,giantwaffle,No Smoking in Chat | @GiantWaffle,Rocket League,4525,1542579299205
1893,bobross,Bob Ross Marathon -10AM - 7PM PT // 10PM - 7AM PT,Art,2734,1542579299333
1905,sodapoppin,"Hello truckers
44835158804929_2115841973",Marble It Up!,30822,1542579359878
1912,xqcow,RANK 1 GAMER ~ NO PLAN (help me),Just Chatting,19111,1542579359926
1917,forsen,"@forsen, The prince of miracoli ! Giving away artifact keys all day!",Artifact,15381,1542579359946
1961,giantwaffle,No Smoking in Chat | @GiantWaffle,Rocket League,4525,1542579360091
1990,bobross,Bob Ross Marathon -10AM - 7PM PT // 10PM - 7AM PT,Art,2774,1542579360196
2005,sodapoppin,"Hello truckers
44835158804929_2115841973",Marble It Up!,30822,1542579420826
2012,xqcow,RANK 1 GAMER ~ NO PLAN (help me),Just Chatting,19461,1542579420851
2016,forsen,"@forsen, The prince of miracoli ! Giving away artifact keys all day!",Artifact,15464,1542579420869
2058,giantwaffle,No Smoking in Chat | @GiantWaffle,Rocket League,4606,1542579421061
2092,bobross,Bob Ross Marathon -10AM - 7PM PT // 10PM - 7AM PT,Art,2776,1542579421218
2105,sodapoppin,"Hello truckers
44835158804929_2115841973",Marble It Up!,32056,1542579481783
2112,xqcow,RANK 1 GAMER ~ NO PLAN (help me),Just Chatting,19321,1542579481807
2116,forsen,"@forsen, The prince of miracoli ! Giving away artifact keys all day!",Artifact,15464,1542579481827
2158,giantwaffle,No Smoking in Chat | @GiantWaffle,Rocket League,4606,1542579481996
2192,bobross,Bob Ross Marathon -10AM - 7PM PT // 10PM - 7AM PT,Art,2776,1542579482142
2203,sodapoppin,"Hello truckers
44835158804929_2115841973",Marble It Up!,37901,1542579542733
2212,xqcow,RANK 1 GAMER ~ NO PLAN (help me),Just Chatting,19173,1542579542778
2216,forsen,"@forsen, The prince of miracoli ! Giving away artifact keys all day!",Artifact,15464,1542579542797
2257,giantwaffle,No Smoking in Chat | @GiantWaffle,Rocket League,4652,1542579542970
2292,bobross,Bob Ross Marathon -10AM - 7PM PT // 10PM - 7AM PT,Art,2778,1542579543132
2303,sodapoppin,"Hello truckers
44835158804929_2115841973",Marble It Up!,41637,1542579603739
2312,xqcow,RANK 1 GAMER ~ NO PLAN (help me),Just Chatting,19156,1542579603766
2357,giantwaffle,No Smoking in Chat | @GiantWaffle,Rocket League,4614,1542579603942
2390,bobross,Bob Ross Marathon -10AM - 7PM PT // 10PM - 7AM PT,Art,2795,1542579604105
2403,sodapoppin,"Hello truckers
44835158804929_2115841973",Marble It Up!,41637,1542579664883
2412,xqcow,RANK 1 GAMER ~ NO PLAN (help me),Just Chatting,19156,1542579664904
2457,giantwaffle,No Smoking in Chat | @GiantWaffle,Rocket League,4614,1542579665086
2490,bobross,Bob Ross Marathon -10AM - 7PM PT // 10PM - 7AM PT,Art,2795,1542579665243
2503,sodapoppin,"Hello truckers
44835158804929_2115841973",Marble It Up!,40699,1542579726013
2512,xqcow,RANK 1 GAMER ~ NO PLAN (help me),Just Chatting,19071,1542579726055
2556,giantwaffle,No Smoking in Chat | @GiantWaffle,Rocket League,4657,1542579726282
2587,bobross,Bob Ross Marathon -10AM - 7PM PT // 10PM - 7AM PT,Art,2877,1542579726438
2603,sodapoppin,"Hello truckers
44835158804929_2115841973",Marble It Up!,40266,1542579787204
2612,xqcow,RANK 1 GAMER ~ NO PLAN (help me),Just Chatting,19059,1542579787235
2656,giantwaffle,No Smoking in Chat | @GiantWaffle,Rocket League,4625,1542579787420
2688,bobross,Bob Ross Marathon -10AM - 7PM PT // 10PM - 7AM PT,Art,2769,1542579787547
2703,sodapoppin,"Hello truckers
44835158804929_2115841973",Marble It Up!,40542,1542579848210
2712,xqcow,RANK 1 GAMER ~ NO PLAN (help me),Just Chatting,19566,1542579848250
2756,giantwaffle,No Smoking in Chat | @GiantWaffle,Rocket League,4652,1542579848418
2787,bobross,Bob Ross Marathon -10AM - 7PM PT // 10PM - 7AM PT,Art,2773,1542579848539
2803,sodapoppin,"Hello truckers
44835158804929_2115841973",Marble It Up!,39035,1542579909233
2811,xqcow,RANK 1 GAMER ~ NO PLAN (help me),Just Chatting,19909,1542579909270
2856,giantwaffle,No Smoking in Chat | @GiantWaffle,Rocket League,4666,1542579909394
2890,bobross,Bob Ross Marathon -10AM - 7PM PT // 10PM - 7AM PT,Art,2732,1542579909495
2903,sodapoppin,"Hello truckers
44835158804929_2115841973",Marble It Up!,38433,1542579970105
2911,xqcow,RANK 1 GAMER ~ NO PLAN (help me),Just Chatting,20182,1542579970138
2955,giantwaffle,No Smoking in Chat | @GiantWaffle,Rocket League,4681,1542579970293
2988,bobross,Bob Ross Marathon -10AM - 7PM PT // 10PM - 7AM PT,Art,2781,1542579970378
3004,sodapoppin,"Hello truckers
44835158804929_2115841973",Marble It Up!,35607,1542580031066
3055,giantwaffle,No Smoking in Chat | @GiantWaffle,Rocket League,4638,1542580031211
3090,bobross,Bob Ross Marathon -10AM - 7PM PT // 10PM - 7AM PT,Art,2756,1542580031301
3104,sodapoppin,"Hello truckers
44835158804929_2115841973",Marble It Up!,35607,1542580091914
3111,xqcow,RANK 1 GAMER ~ NO PLAN (help me),Just Chatting,20350,1542580091940
3155,giantwaffle,No Smoking in Chat | @GiantWaffle,Rocket League,4638,1542580092081
3190,bobross,Bob Ross Marathon -10AM - 7PM PT // 10PM - 7AM PT,Art,2756,1542580092190
3203,sodapoppin,"Hello truckers
44835158804929_2115841973",Marble It Up!,36913,1542580152807
3211,xqcow,RANK 1 GAMER ~ NO PLAN (help me),Just Chatting,20741,1542580152837
3256,giantwaffle,No Smoking in Chat | @GiantWaffle,Rocket League,4583,1542580152995
3291,bobross,Bob Ross Marathon -10AM - 7PM PT // 10PM - 7AM PT,Art,2729,1542580153108
3303,sodapoppin,"Hello truckers
44835158804929_2115841973",Marble It Up!,37759,1542580213670
3311,xqcow,RANK 1 GAMER ~ NO PLAN (help me),Just Chatting,21196,1542580213700
3358,giantwaffle,No Smoking in Chat | @GiantWaffle,Rocket League,4552,1542580213860
3391,bobross,Bob Ross Marathon -10AM - 7PM PT // 10PM - 7AM PT,Art,2751,1542580213973
3403,sodapoppin,"Hello truckers
44835158804929_2115841973",Marble It Up!,37759,1542580274619
3411,xqcow,RANK 1 GAMER ~ NO PLAN (help me),Just Chatting,21420,1542580274646
3458,giantwaffle,No Smoking in Chat | @GiantWaffle,Rocket League,4552,1542580274804
3491,bobross,Bob Ross Marathon -10AM - 7PM PT // 10PM - 7AM PT,Art,2751,1542580274921
3503,sodapoppin,"Hello truckers
44835158804929_2115841973",Marble It Up!,38805,1542580335545
3512,xqcow,RANK 1 GAMER ~ NO PLAN (help me),Just Chatting,21724,1542580335588
3559,giantwaffle,No Smoking in Chat | @GiantWaffle,Rocket League,4506,1542580335801
3592,bobross,Bob Ross Marathon -10AM - 7PM PT // 10PM - 7AM PT,Art,2764,1542580335947
3603,sodapoppin,"Hello truckers
44835158804929_2115841973",Marble It Up!,39220,1542580396553
3611,xqcow,RANK 1 GAMER ~ NO PLAN (help me),Just Chatting,22143,1542580396583
3653,giantwaffle,No Smoking in Chat | @GiantWaffle,Rocket League,4841,1542580396737
3692,bobross,Bob Ross Marathon -10AM - 7PM PT // 10PM - 7AM PT,Art,2767,1542580396886
3703,sodapoppin,"Hello truckers
44835158804929_2115841973",Marble It Up!,39220,1542580457425
3711,xqcow,RANK 1 GAMER ~ NO PLAN (help me),Just Chatting,22143,1542580457452
3753,giantwaffle,No Smoking in Chat | @GiantWaffle,Rocket League,4841,1542580457582
3792,bobross,Bob Ross Marathon -10AM - 7PM PT // 10PM - 7AM PT,Art,2767,1542580457710
3802,sodapoppin,"Hello truckers
44835158804929_2115841973",Marble It Up!,37634,1542580518354
3810,xqcow,RANK 1 GAMER ~ NO PLAN (help me),Just Chatting,22536,1542580518669
3849,giantwaffle,No Smoking in Chat | @GiantWaffle,Rocket League,5182,1542580518944
3891,bobross,Bob Ross Marathon -10AM - 7PM PT // 10PM - 7AM PT,Art,2775,1542580519130
3902,sodapoppin,"Hello truckers
44835158804929_2115841973",Marble It Up!,37634,1542580579815
3910,xqcow,RANK 1 GAMER ~ NO PLAN (help me),Just Chatting,22854,1542580579850
3951,giantwaffle,No Smoking in Chat | @GiantWaffle,Rocket League,5133,1542580580016
3990,bobross,Bob Ross Marathon -10AM - 7PM PT // 10PM - 7AM PT,Art,2792,1542580580136
4002,sodapoppin,"Hello truckers
44835158804929_2115841973",Marble It Up!,37634,1542580640742
4010,xqcow,RANK 1 GAMER ~ NO PLAN (help me),Just Chatting,22854,1542580641173
4051,giantwaffle,No Smoking in Chat | @GiantWaffle,Rocket League,5133,1542580642210
4090,bobross,Bob Ross Marathon -10AM - 7PM PT // 10PM - 7AM PT,Art,2792,1542580642350
4102,sodapoppin,"Hello truckers
44835158804929_2115841973",Marble It Up!,40134,1542580702961
4110,xqcow,RANK 1 GAMER ~ NO PLAN (help me),Just Chatting,23215,1542580702983
4151,giantwaffle,No Smoking in Chat | @GiantWaffle,Rocket League,5015,1542580703090
4191,bobross,Bob Ross Marathon -10AM - 7PM PT // 10PM - 7AM PT,Art,2800,1542580703182
4202,sodapoppin,"Hello truckers
44835158804929_2115841973",Marble It Up!,40020,1542580763913
4210,xqcow,RANK 1 GAMER ~ NO PLAN (help me),Just Chatting,23594,1542580763952
4250,giantwaffle,No Smoking in Chat | @GiantWaffle,Rocket League,4980,1542580764091
4290,bobross,Bob Ross Marathon -10AM - 7PM PT // 10PM - 7AM PT,Art,2779,1542580764241
4299,perrkz,G2 Perkz INHOUSE,League of Legends,2537,1542580764274
4302,sodapoppin,"Hello truckers
44835158804929_2115841973",Marble It Up!,40020,1542580824799
4308,xqcow,RANK 1 GAMER ~ NO PLAN (help me),Just Chatting,23955,1542580824824
4350,giantwaffle,No Smoking in Chat | @GiantWaffle,Rocket League,4998,1542580825000
4389,bobross,Bob Ross Marathon -10AM - 7PM PT // 10PM - 7AM PT,Art,2790,1542580825226
4398,perrkz,G2 Perkz INHOUSE,League of Legends,2571,1542580825259
4402,sodapoppin,"Hello truckers
44835158804929_2115841973",Marble It Up!,40070,1542580885834
4408,xqcow,RANK 1 GAMER ~ NO PLAN (help me),Just Chatting,23996,1542580885859
4452,giantwaffle,No Smoking in Chat | @GiantWaffle,Rocket League,4999,1542580886012
4486,bobross,Bob Ross Marathon -10AM - 7PM PT // 10PM - 7AM PT,Art,2842,1542580886121
4502,sodapoppin,"Hello truckers
44835158804929_2115841973",Marble It Up!,40224,1542580946794
4508,xqcow,RANK 1 GAMER ~ NO PLAN (help me),Just Chatting,24004,1542580946816
4552,giantwaffle,No Smoking in Chat | @GiantWaffle,Rocket League,5027,1542580946983
4585,bobross,Bob Ross Marathon -10AM - 7PM PT // 10PM - 7AM PT,Art,2842,1542580947113
4602,sodapoppin,"Hello truckers
44835158804929_2115841973",Marble It Up!,40118,1542581008258
4608,xqcow,RANK 1 GAMER ~ NO PLAN (help me),Just Chatting,24161,1542581008278
4652,giantwaffle,No Smoking in Chat | @GiantWaffle,Rocket League,5083,1542581008440
4685,bobross,Bob Ross Marathon -10AM - 7PM PT // 10PM - 7AM PT,Art,2853,1542581008560
4702,sodapoppin,"Hello truckers
44835158804929_2115841973",Marble It Up!,39958,1542581069401
4708,xqcow,RANK 1 GAMER ~ NO PLAN (help me),Just Chatting,24161,1542581069699
4751,giantwaffle,No Smoking in Chat | @GiantWaffle,Rocket League,5083,1542581071804
4787,bobross,Bob Ross Marathon -10AM - 7PM PT // 10PM - 7AM PT,Art,2815,1542581071995
4800,perrkz,G2 Perkz INHOUSE,League of Legends,2495,1542581072031
4802,sodapoppin,"Hello truckers
44835158804929_2115841973",Marble It Up!,39674,1542581132573
4808,xqcow,RANK 1 GAMER ~ NO PLAN (help me),Just Chatting,24210,1542581132593
4850,giantwaffle,No Smoking in Chat | @GiantWaffle,Rocket League,5088,1542581132764
4886,bobross,Bob Ross Marathon -10AM - 7PM PT // 10PM - 7AM PT,Art,2815,1542581132886
4900,perrkz,G2 Perkz INHOUSE,League of Legends,2503,1542581132916
4902,sodapoppin,"Hello truckers
44835158804929_2115841973",Marble It Up!,39761,1542581193540
4907,xqcow,RANK 1 GAMER ~ NO PLAN (help me),Just Chatting,24809,1542581193882
4949,giantwaffle,No Smoking in Chat | @GiantWaffle,Rocket League,5129,1542581196827
4985,bobross,Bob Ross Marathon -10AM - 7PM PT // 10PM - 7AM PT,Art,2839,1542581198444
4998,perrkz,G2 Perkz INHOUSE,League of Legends,2550,1542581198505
5002,sodapoppin,"Hello truckers
44835158804929_2115841973",Marble It Up!,39960,1542581259386
5007,xqcow,RANK 1 GAMER ~ NO PLAN (help me),Just Chatting,24881,1542581259472
5050,giantwaffle,No Smoking in Chat | @GiantWaffle,Rocket League,5140,1542581259628
5082,bobross,Bob Ross Marathon -10AM - 7PM PT // 10PM - 7AM PT,Art,2890,1542581259772
5096,perrkz,G2 Perkz INHOUSE,League of Legends,2608,1542581259844
5102,sodapoppin,"Hello truckers
44835158804929_2115841973",Marble It Up!,39912,1542581320506
5107,xqcow,RANK 1 GAMER ~ NO PLAN (help me),Just Chatting,25067,1542581320539
5149,giantwaffle,No Smoking in Chat | @GiantWaffle,Rocket League,5212,1542581320676
5185,bobross,Bob Ross Marathon -10AM - 7PM PT // 10PM - 7AM PT,Art,2864,1542581320779
5198,perrkz,G2 Perkz INHOUSE,League of Legends,2599,1542581320819
5202,sodapoppin,"Hello truckers
44835158804929_2115841973",Marble It Up!,39573,1542581381519
5207,xqcow,RANK 1 GAMER ~ NO PLAN (help me),Just Chatting,25494,1542581381531
5247,giantwaffle,No Smoking in Chat | @GiantWaffle,Rocket League,5240,1542581381667
5286,bobross,Bob Ross Marathon -10AM - 7PM PT // 10PM - 7AM PT,Art,2849,1542581381965
5298,perrkz,G2 Perkz INHOUSE,League of Legends,2659,1542581382023
5302,sodapoppin,"Hello truckers
44835158804929_2115841973",Marble It Up!,39573,1542581442467
5307,xqcow,RANK 1 GAMER ~ NO PLAN (help me),Just Chatting,25494,1542581442497
5348,giantwaffle,No Smoking in Chat | @GiantWaffle,Rocket League,5240,1542581442625
5386,bobross,Bob Ross Marathon -10AM - 7PM PT // 10PM - 7AM PT,Art,2849,1542581442762
5399,perrkz,G2 Perkz INHOUSE,League of Legends,2659,1542581442800
5402,sodapoppin,"Hello truckers
44835158804929_2115841973",Marble It Up!,38314,1542581503473
5407,xqcow,RANK 1 GAMER ~ NO PLAN (help me),Just Chatting,25897,1542581503496
5446,giantwaffle,No Smoking in Chat | @GiantWaffle,Rocket League,5237,1542581503587
5483,bobross,Bob Ross Marathon -10AM - 7PM PT // 10PM - 7AM PT,Art,2855,1542581503679
5498,perrkz,G2 Perkz INHOUSE,League of Legends,2595,1542581503721
5502,sodapoppin,"Hello truckers
44835158804929_2115841973",Marble It Up!,38314,1542581567136
5507,xqcow,RANK 1 GAMER ~ NO PLAN (help me),Just Chatting,25897,1542581567324
5546,giantwaffle,No Smoking in Chat | @GiantWaffle,Rocket League,5215,1542581568868
5583,bobross,Bob Ross Marathon -10AM - 7PM PT // 10PM - 7AM PT,Art,2855,1542581570663
5598,perrkz,G2 Perkz INHOUSE,League of Legends,2595,1542581570806
5602,sodapoppin,"Hello truckers
44835158804929_2115841973",Marble It Up!,38426,1542581631541
5607,xqcow,RANK 1 GAMER ~ NO PLAN (help me),Just Chatting,25960,1542581631553
5647,giantwaffle,No Smoking in Chat | @GiantWaffle,Rocket League,5215,1542581631654
5686,bobross,Bob Ross Marathon -10AM - 7PM PT // 10PM - 7AM PT,Art,2750,1542581631744
5698,perrkz,G2 Perkz INHOUSE,League of Legends,2584,1542581631769
5702,sodapoppin,"Hello truckers
44835158804929_2115841973",Marble It Up!,38598,1542581692482
5708,xqcow,RANK 1 GAMER ~ NO PLAN (help me),Just Chatting,24866,1542581692516
5748,giantwaffle,No Smoking in Chat | @GiantWaffle,Rocket League,5216,1542581692694
5792,bobross,Bob Ross Marathon -10AM - 7PM PT // 10PM - 7AM PT,Art,2689,1542581692878
5798,perrkz,G2 Perkz INHOUSE,League of Legends,2573,1542581692899
5802,sodapoppin,"Hello truckers
44835158804929_2115841973",Marble It Up!,38598,1542581754394
5808,xqcow,RANK 1 GAMER ~ NO PLAN (help me),Just Chatting,24866,1542581754653
5848,giantwaffle,No Smoking in Chat | @GiantWaffle,Rocket League,5216,1542581755516
5892,bobross,Bob Ross Marathon -10AM - 7PM PT // 10PM - 7AM PT,Art,2691,1542581755646
5898,perrkz,G2 Perkz INHOUSE,League of Legends,2573,1542581755664
5902,sodapoppin,"Hello truckers
44835158804929_2115841973",Marble It Up!,38794,1542581816528
5908,xqcow,RANK 1 GAMER ~ NO PLAN (help me),Just Chatting,24459,1542581816563
5948,giantwaffle,No Smoking in Chat | @GiantWaffle,Rocket League,5168,1542581816751
5995,bobross,Bob Ross Marathon -10AM - 7PM PT // 10PM - 7AM PT,Art,2689,1542581816982
5999,perrkz,G2 Perkz INHOUSE,League of Legends,2533,1542581816999
6002,sodapoppin,"Hello truckers
44835158804929_2115841973",Marble It Up!,39068,1542581877864
6008,xqcow,RANK 1 GAMER ~ NO PLAN (help me),Just Chatting,24187,1542581877962
6048,giantwaffle,No Smoking in Chat | @GiantWaffle,Rocket League,5179,1542581878584
6093,bobross,Bob Ross Marathon -10AM - 7PM PT // 10PM - 7AM PT,Art,2708,1542581878769
6097,perrkz,G2 Perkz INHOUSE,League of Legends,2589,1542581878781
6102,sodapoppin,"Hello truckers
44835158804929_2115841973",Marble It Up!,38043,1542581939540
6108,xqcow,RANK 1 GAMER ~ NO PLAN (help me),Just Chatting,23593,1542581939579
6149,giantwaffle,No Smoking in Chat | @GiantWaffle,Rocket League,5203,1542581939776
6191,bobross,Bob Ross Marathon -10AM - 7PM PT // 10PM - 7AM PT,Art,2699,1542581939913
6197,perrkz,G2 Perkz INHOUSE,League of Legends,2620,1542581939933
6202,sodapoppin,"Hello truckers
44835158804929_2115841973",Marble It Up!,38043,1542582001075
6208,xqcow,RANK 1 GAMER ~ NO PLAN (help me),Just Chatting,23147,1542582001105
6250,giantwaffle,No Smoking in Chat | @GiantWaffle,Rocket League,5224,1542582001301
6292,bobross,Bob Ross Marathon -10AM - 7PM PT // 10PM - 7AM PT,Art,2725,1542582001494
6297,perrkz,G2 Perkz INHOUSE,League of Legends,2625,1542582001516
6302,sodapoppin,"Hello truckers
44835158804929_2115841973",Marble It Up!,39217,1542582062149
6308,xqcow,RANK 1 GAMER ~ NO PLAN (help me),Just Chatting,23147,1542582062179
6350,giantwaffle,No Smoking in Chat | @GiantWaffle,Rocket League,5253,1542582062404
6393,bobross,Bob Ross Marathon -10AM - 7PM PT // 10PM - 7AM PT,Art,2725,1542582062639
6396,perrkz,G2 Perkz INHOUSE,League of Legends,2651,1542582062651
6402,sodapoppin,"Hello truckers
44835158804929_2115841973",Marble It Up!,38973,1542582123394
6408,xqcow,RANK 1 GAMER ~ NO PLAN (help me),Just Chatting,23180,1542582123411
6450,giantwaffle,No Smoking in Chat | @GiantWaffle,Rocket League,5253,1542582123545
6492,bobross,Bob Ross Marathon -10AM - 7PM PT // 10PM - 7AM PT,Art,2744,1542582123647
6497,perrkz,G2 Perkz INHOUSE,League of Legends,2651,1542582123658
6502,sodapoppin,"Hello truckers
44835158804929_2115841973",Marble It Up!,39403,1542582184263
6508,xqcow,RANK 1 GAMER ~ NO PLAN (help me),Just Chatting,23484,1542582184397
